brand,processor_brand,processor_name,ram_gb,ram_type,ssd_gb,hdd_gb,os,os_bit,graphic_card_gb,weight,warranty_years,Touchscreen,msoffice,Price_USD,rating_stars,Number of Ratings,Number of Reviews,,,
Lenovo,AMD,Ryzen 5,4,LPDDR4X,512,0,Windows,64,0,ThinNlight,3,Yes,Yes,897.58,3,0,0,,,
Asus,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,707.88,4,88,13,,,
HP,AMD,Ryzen 5,4,DDR4,512,0,Windows,32,4,Casual,0,No,No,817.2,3,0,0,,,
Lenovo,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,Yes,935.88,3,0,0,,,
HP,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,661.08,4,364,52,,,
Asus,AMD,Ryzen 5,4,LPDDR4X,512,0,Windows,64,0,Casual,0,Yes,No,1103.88,3,0,0,,,
HP,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,1010.5,3,0,0,,,
Acer,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,539.88,4,313,39,,,
HP,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,641.88,4,826,118,,,
Lenovo,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,4,Casual,0,No,No,917.98,3,0,0,,,
Dell,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,4,Casual,1,No,No,1187.04,3,0,0,,,
MSI,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,Casual,0,No,No,659.88,4,1410,203,,,
Acer,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,599.88,4,47,6,,,
HP,AMD,Ryzen 5,4,DDR4,512,0,Windows,32,0,Casual,0,No,No,628.56,3,0,0,,,
Acer,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,599.88,4,6,1,,,
HP,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,630,4,741,67,,,
Asus,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,599.88,4,14,2,,,
Acer,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,911.99,3,0,0,,,
Asus,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,971.88,3,0,0,,,
Lenovo,AMD,Ryzen 5,4,DDR4,512,0,Windows,32,0,Casual,1,No,No,718.8,3,3,0,,,
HP,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,655.08,4,349,69,,,
Dell,AMD,Ryzen 5,4,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,906,3,0,0,,,
HP,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,622.68,4,519,48,,,
Asus,AMD,Ryzen 5,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,936,2,3,0,,,
HP,AMD,Ryzen 5,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,719.99,4,19,1,,,
HP,AMD,Ryzen 5,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,779.88,3,8,1,,,
Dell,AMD,Ryzen 5,4,DDR4,1024,0,Windows,32,0,Casual,0,No,No,694.8,4,3,1,,,
Lenovo,AMD,Ryzen 5,4,LPDDR4X,1024,0,Windows,64,0,ThinNlight,3,Yes,Yes,983.74,3,0,0,,,
HP,AMD,Ryzen 5,4,DDR4,0,1024,Windows,64,4,Gaming,1,No,No,719.88,4,1480,151,,,
Dell,AMD,Ryzen 5,8,DDR4,256,1024,Windows,64,0,Casual,0,No,No,593.88,4,31,3,,,
Asus,AMD,Ryzen 5,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,659.88,4,18,3,,,
Lenovo,AMD,Ryzen 5,8,DDR4,256,1024,Windows,64,4,Casual,0,No,No,822,4,271,24,,,
Asus,AMD,Ryzen 5,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,659.88,4,49,6,,,
Asus,AMD,Ryzen 5,8,DDR4,256,1024,Windows,32,0,Casual,1,No,Yes,659.88,4,474,65,,,
Lenovo,AMD,Ryzen 5,8,DDR4,256,1024,Windows,64,0,Gaming,1,No,Yes,767.88,4,861,116,,,
HP,AMD,Ryzen 5,4,DDR4,256,1024,Windows,64,4,Gaming,1,No,No,960,4,34,6,,,
Dell,AMD,Ryzen 5,4,DDR4,256,1024,Windows,32,0,Casual,0,No,No,623.88,3,0,0,,,
Asus,AMD,Ryzen 5,4,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,755.88,4,165,34,,,
HP,AMD,Ryzen 5,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,No,635.88,4,698,74,,,
Asus,AMD,Ryzen 5,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,901.2,3,0,0,,,
Asus,AMD,Ryzen 7,16,DDR4,512,0,Windows,32,4,Gaming,0,No,No,923.88,4,22,3,,,
Asus,AMD,Ryzen 7,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,959.88,3,0,0,,,
Asus,AMD,Ryzen 7,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,863.88,4,144,16,,,
Asus,AMD,Ryzen 7,8,DDR4,512,0,Windows,64,4,Casual,0,No,No,863.88,4,1810,235,,,
Lenovo,AMD,Ryzen 7,16,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,1199.88,4,26,1,,,
Asus,AMD,Ryzen 7,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,959.88,3,0,0,,,
Dell,AMD,Ryzen 7,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,1127.88,3,0,0,,,
Asus,AMD,Ryzen 7,16,DDR4,512,0,Windows,64,4,Gaming,0,No,No,995.88,4,1067,145,,,
Asus,AMD,Ryzen 7,4,DDR5,512,0,Windows,64,4,Casual,0,No,No,1283.88,3,0,0,,,
Asus,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,1115.88,4,25,4,,,
Lenovo,Intel,Ryzen 7,4,DDR4,512,0,Windows,32,4,Casual,3,No,Yes,977.88,3,0,0,,,
Asus,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,683.88,3,0,0,,,
MSI,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,Casual,0,No,No,779.88,3,0,0,,,
Lenovo,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,731.88,4,530,69,,,
Lenovo,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,1019.86,3,0,0,,,
HP,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,4,Casual,1,No,No,1091.88,4,273,40,,,
Asus,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,767.88,4,77,7,,,
Lenovo,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,767.88,4,105,10,,,
HP,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,695.99,4,44,5,,,
Asus,AMD,Ryzen 7,4,DDR4,512,0,Windows,32,4,Casual,0,No,No,868.8,3,0,0,,,
Lenovo,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,Casual,1,Yes,No,947.88,4,6,0,,,
Acer,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,719.88,3,0,0,,,
Asus,AMD,Ryzen 7,4,DDR5,512,0,Windows,32,4,Casual,1,No,No,1343.88,3,0,0,,,
HP,AMD,Ryzen 7,4,DDR4,512,0,Windows,32,0,Casual,0,Yes,No,1308,3,0,0,,,
Dell,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,6,Casual,0,No,No,1079.88,4,191,27,,,
Lenovo,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,947.86,3,0,0,,,
Lenovo,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,4,Casual,0,No,No,877.66,3,4,1,,,
Lenovo,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,4,Casual,1,No,No,1283.88,3,0,0,,,
Asus,AMD,Ryzen 7,4,DDR4,512,0,Windows,32,4,Casual,0,No,No,959.88,3,0,0,,,
Dell,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,1074.84,3,0,0,,,
HP,AMD,Ryzen 7,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,822,4,134,22,,,
Lenovo,AMD,Ryzen 7,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,880.8,3,0,0,,,
HP,AMD,Ryzen 7,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,959.88,3,23,6,,,
HP,AMD,Ryzen 7,16,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,1019.88,2,4,2,,,
MSI,AMD,Ryzen 7,16,DDR4,1024,0,Windows,64,8,Casual,1,No,No,1199.88,4,108,24,,,
Asus,AMD,Ryzen 7,8,LPDDR4X,1024,0,Windows,64,4,Casual,0,No,No,875.88,4,198,24,,,
HP,AMD,Ryzen 7,16,DDR4,1024,0,Windows,64,0,ThinNlight,1,Yes,Yes,1115.88,3,0,0,,,
HP,AMD,Ryzen 7,16,DDR4,1024,0,Windows,64,0,ThinNlight,1,No,Yes,1010.28,3,0,0,,,
Asus,AMD,Ryzen 7,16,LPDDR4X,1024,0,Windows,64,0,Casual,0,Yes,No,1355.88,3,0,0,,,
Asus,AMD,Ryzen 7,4,DDR5,1024,0,Windows,32,4,Casual,1,No,No,1379.88,3,0,0,,,
Acer,AMD,Ryzen 7,4,DDR4,1024,0,Windows,64,4,Casual,1,No,No,1199.88,3,0,0,,,
Asus,AMD,Ryzen 7,4,DDR4,1024,0,Windows,32,4,Gaming,0,No,No,1151.88,4,57,3,,,
HP,AMD,Ryzen 7,4,DDR4,1024,0,Windows,64,8,Casual,1,No,No,1919.88,4,17,2,,,
Asus,AMD,Ryzen 7,4,DDR4,1024,0,Windows,64,0,Casual,1,No,Yes,923.88,3,0,0,,,
Lenovo,AMD,Ryzen 7,4,DDR4,1024,0,Windows,64,6,Casual,1,No,Yes,1571.88,3,0,0,,,
Asus,AMD,Ryzen 7,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,1199.88,3,0,0,,,
Asus,AMD,Ryzen 7,4,DDR5,1024,0,Windows,64,4,Casual,0,No,No,1355.88,3,0,0,,,
Lenovo,AMD,Ryzen 7,4,DDR4,1024,0,Windows,64,0,Casual,1,No,Yes,935.86,3,0,0,,,
Asus,AMD,Ryzen 7,4,DDR4,1024,0,Windows,64,0,Casual,1,No,Yes,912,5,1,1,,,
Asus,AMD,Ryzen 7,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,No,1199.88,4,77,15,,,
Asus,AMD,Ryzen 7,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,1332,3,0,0,,,
Asus,AMD,Ryzen 7,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,1,No,Yes,1019.64,3,2,1,,,
HP,AMD,Ryzen 7,16,DDR4,256,1024,Windows,64,4,Gaming,1,No,Yes,911.88,4,1084,123,,,
Acer,AMD,Ryzen 7,16,DDR4,256,1024,Windows,64,6,Casual,1,No,No,1079.88,4,272,36,,,
Acer,AMD,Ryzen 7,16,DDR4,256,1024,Windows,64,4,Casual,0,No,No,983.88,4,141,24,,,
Lenovo,AMD,Ryzen 7,4,DDR4,512,1024,Windows,32,0,Casual,0,No,No,965.88,3,0,0,,,
Asus,AMD,Ryzen 9,16,DDR4,1024,0,Windows,64,6,Casual,1,No,No,1631.88,3,0,0,,,
Asus,AMD,Ryzen 9,16,DDR4,1024,0,Windows,32,0,Casual,1,No,No,1859.88,4,194,42,,,
Asus,AMD,Ryzen 9,16,DDR4,1024,0,Windows,64,8,Casual,1,No,Yes,2399.88,4,9,2,,,
Asus,AMD,Ryzen 9,16,DDR4,1024,0,Windows,64,4,Casual,0,No,No,1379.88,4,28,4,,,
Asus,AMD,Ryzen 9,16,DDR4,1024,0,Windows,64,6,Casual,1,No,Yes,1559.88,4,204,35,,,
Asus,AMD,Ryzen 9,16,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,Yes,1379.88,4,32,6,,,
MSI,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,0,Casual,0,No,No,1763.88,3,0,0,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,1259.88,4,14,2,,,
Asus,AMD,Ryzen 9,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,No,1379.88,4,14,1,,,
Asus,AMD,Ryzen 9,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,Yes,1499.88,5,3,0,,,
Asus,AMD,Ryzen 9,4,LPDDR4X,1024,0,Windows,64,0,Casual,0,Yes,No,1619.88,3,0,0,,,
HP,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,8,Casual,1,No,Yes,1703.88,3,0,0,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,1559.88,3,0,0,,,
Asus,AMD,Ryzen 9,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,Yes,1715.88,4,4,1,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,1463.88,3,0,0,,,
Asus,AMD,Ryzen 9,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,Yes,1499.88,4,44,12,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,6,Casual,0,No,No,1703.88,4,61,13,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,4,Casual,1,No,No,1955.88,3,0,0,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,1566,3,0,0,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,4,Casual,0,No,No,1403.88,3,0,0,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,32,6,Casual,0,No,No,1667.88,3,0,0,,,
Asus,AMD,Ryzen 9,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,Yes,2819.88,3,0,0,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,1631.88,3,0,0,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,1739.88,3,0,0,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,4,Casual,1,No,No,1799.88,3,0,0,,,
Asus,AMD,Ryzen 9,4,DDR4,1024,0,Windows,64,4,Casual,1,No,No,1715.88,3,0,0,,,
Lenovo,AMD,Ryzen 5,8,DDR4,512,0,DOS,64,0,ThinNlight,0,No,No,689.88,4,18,4,,,
